,index,id,word1,word2,similarity,relatedness,cosinus,euclidean
349,360,361,ciotka,siostrzeniec,0.57,7.14,0.7184443560930952,16.745880396498002
350,361,362,robotnik,mechanik,4.43,7.0,0.5929137700690108,21.74247709157095
351,362,363,lekarz,ortodonta,3.86,7.43,0.6199345383120447,26.54700352383243
352,364,365,pszczoła,królowa,0.71,5.14,0.4436012943406086,24.4518127756266
353,365,366,samochód,rower,0.71,6.71,0.7718337335624231,20.387257540276266
354,366,367,cel,poszukiwanie,0.14,5.0,0.5132519016465531,59.19173129076572
355,367,368,sierpień,miesiąc,3.29,8.86,0.6451726064515805,24.73174590505763
356,368,369,armia,brygada,3.43,7.0,0.7893732959476969,26.684700204382132
357,369,370,chmura,pogoda,0.29,7.0,0.5260971813672323,31.30527399793548
358,370,371,lekarz,doktor,8.86,9.57,0.6971861816775926,24.349057790960074
359,371,372,kanion,dolina,5.71,8.29,0.8008133252227657,20.396994602198752
360,372,373,rzeka,dolina,0.14,5.71,0.842696213749913,21.408860150856256
361,373,374,słońce,niebo,0.29,8.57,0.8105759307600192,20.78337738973702
362,374,375,cel,strzała,0.0,6.0,0.1839466120444897,68.46401578696857
363,375,376,czekolada,ciasto,0.86,5.57,0.7703056585386835,18.711960296871677
364,376,377,okoliczność,sytuacja,7.57,8.57,0.7862445968984426,19.89100039419923
365,377,378,opinia,wybór,0.14,5.0,0.5566470112051302,33.38771222148542
366,378,379,rytm,melodia,1.86,8.14,0.750293950838164,28.824349559159398
367,379,380,jelito,nerw,0.29,2.71,0.6136119088067702,28.766489341524974
368,380,381,dzień,świt,3.14,7.29,0.38227394650166485,38.09175645387166
369,381,382,bydło,wołowina,1.0,6.14,0.6404281873048466,23.096820090081664
370,382,383,doktor,profesor,2.57,8.86,0.8158453164660001,17.327544850170984
371,383,384,ramię,żyła,0.29,4.0,0.3587153435351167,37.584325349324565
372,384,385,pokój,łazienka,2.57,6.29,0.7568951638568094,22.329165327485462
373,385,386,korporacja,biznes,3.29,6.71,0.7319928294821206,20.14298603180858
374,386,387,rozrywka,futbol,1.86,5.29,0.4436509912022917,27.742944246898528
375,387,388,wzgórze,klif,1.57,5.57,0.6762897619207867,23.163245471098882
376,389,390,jabłko,cukierek,0.29,3.29,0.7243229430766034,16.791498140368752
377,390,391,pomocnik,służący,3.86,6.43,0.40890643913914376,24.90681822459069
378,391,392,lider,menedżer,5.86,7.57,0.673031106386216,25.585253881080817
379,392,393,cytryna,herbata,0.14,6.43,0.6783079615501368,18.089461137923426
380,393,394,pszczoła,mrówka,1.57,6.71,0.8376824203901627,13.591545550259543
381,394,395,koszykówka,bejsbol,1.0,7.14,0.3352632279625188,22.410579518315696
382,395,396,ryż,ziarnko,1.71,6.29,0.6383158201439365,33.273938922661884
383,396,397,łóżko,mebel,3.29,7.86,0.4827602731021406,33.474656513327396
384,397,398,emocja,pasja,4.86,6.14,0.6230284853142695,30.206930898480284
385,398,399,anarchia,chaos,6.71,8.29,0.7292946508816938,20.45554305741904
386,399,400,przestępstwo,naruszenie,4.0,6.57,0.880259994946589,15.117048252002208
387,400,401,maszyna,silnik,3.0,6.71,0.7053419080502508,24.024373467086882
388,401,402,plaża,morze,0.14,8.14,0.6745017476419595,28.56542842099796
389,402,403,kręgielnia,kula,0.0,7.71,0.40464266810691324,32.905401094224175
390,403,404,słoik,butelka,1.71,6.57,0.8017264790662266,17.55213658612539
391,404,405,siła,zdolność,2.0,4.29,0.6581249677138811,35.76899328755206
392,406,407,gitara,bęben,1.14,6.57,0.6737110341788888,21.74428298174757
393,407,408,opinia,idea,1.43,3.57,0.46484040608382604,40.29179907116813
394,408,409,północ,zachód,0.43,7.29,0.7330146928715685,20.189818460234083
395,409,410,dieta,sałatka,0.14,5.71,0.5445652283305092,31.62237544693602
396,410,411,matka,żona,3.0,8.29,0.7893235109686719,21.585321484491494
397,411,412,tata,matka,2.43,8.86,0.6716982106281165,24.22185063651318
398,412,413,kapitan,żeglarz,4.86,8.0,0.6020336393485848,21.43992958298298
399,413,414,metr,jard,1.86,8.57,0.533213236906591,46.51455179228704
400,414,415,piwo,szampan,1.29,8.14,0.7461300486657205,25.554702102202388
401,416,417,karta,brydż,0.71,8.71,0.3049514321509274,38.685991074893195
402,417,418,nauka,psychologia,2.86,7.0,0.7875741239639406,25.59825629630608
403,418,419,grzesznik,święty,0.29,6.14,0.5894113201302638,26.649313597142722
404,419,420,destrukcja,konstrukcja,0.86,6.14,0.839373995053586,15.153416648677272
405,420,421,tłum,zgraja,6.14,7.43,0.3952023546024201,35.275464636566
406,421,422,plaża,rafa,0.14,3.43,0.6070048623778804,27.837181089060813
407,422,423,mężczyzna,dziecko,1.0,4.43,0.6692510634524234,22.08471613325743
408,423,424,chleb,ser,0.71,5.29,0.54822298544551,42.53942304049252
409,424,425,mistrz,zwycięzca,5.71,6.86,0.717537422835521,23.2644901243615
410,425,426,uroczystość,ceremonia,8.71,9.29,0.8471960772413474,15.067284545095776
411,426,427,menu,zamówienie,0.43,6.43,0.32184217207927845,40.13732473706221
412,427,428,król,księżniczka,1.14,8.14,0.6631819624642085,26.037728873756596
413,428,429,bogactwo,prestiż,1.29,6.43,0.567371241683741,25.96439105912049
414,429,430,wytrzymałość,siła,4.29,6.43,0.5961816745044813,37.87694711631476
415,430,431,niebezpieczeństwo,zagrożenie,9.29,9.71,0.9428514204704624,12.91605911244943
416,431,432,bóg,ksiądz,0.0,6.0,0.25531016633390763,59.679665932564056
417,433,434,kumpel,kompan,7.71,8.57,0.46981561063342386,20.045078687499135
418,434,435,nauczyciel,pomocnik,0.71,3.43,0.5345508461665774,24.667098353422112
419,435,436,ciało,żołądek,0.43,6.14,0.6479272653719438,27.966367642179897
420,436,437,język,gardło,1.0,5.43,0.2882269187729215,41.49790828474235
421,437,438,dom,dywan,0.14,4.14,0.40603986816762583,47.7083460195974
422,438,439,inteligencja,umiejętność,3.71,6.14,0.7761336040146809,19.003881254728178
423,439,440,podróż,podbój,1.29,4.0,0.6965294972469818,24.793770288803753
424,440,441,bóg,modlitwa,0.0,8.29,0.5895136768011652,48.32294523864155
425,441,442,brat,dusza,0.0,1.14,0.4686111879214482,33.175342902756725
426,442,443,adwersarz,oponent,9.43,9.86,0.6773248900364583,16.41642381996554
427,443,444,śmierć,katastrofa,1.86,6.71,0.5904220345921487,24.018880670707222
428,444,445,potwór,demon,6.86,8.14,0.7768877736900676,17.730430398329815
429,445,446,dzień,poranek,4.14,8.57,0.6907389358120629,27.449511265321064
430,446,447,człowiek,zwycięzca,1.29,4.29,0.2530137040924402,29.73438769760685
431,447,448,znajomy,facet,3.71,5.29,0.5901976446002073,21.129129137396554
432,448,449,piosenka,opowieść,1.86,4.0,0.5845981662324462,25.841407894623774
433,449,450,promień,słońce,2.57,8.14,0.7022685867476594,23.416540860990935
434,450,451,facet,ogier,0.86,2.71,0.18375721036195272,32.96497754444635
435,451,452,kurczak,ryż,0.29,5.71,0.6164674782512248,34.14537301836738
436,452,453,kabina,winda,3.29,6.43,0.764598231338324,19.491804224503785
437,453,454,masło,ziemniak,0.29,5.86,0.7150708110484397,20.106997492749976
438,455,456,jezioro,bagno,1.57,5.0,0.6872224128099038,22.675644485306567
439,456,457,sałatka,ocet,0.14,5.29,0.554858229219061,27.15744875127519
440,457,458,kwiat,cebulka,0.29,5.86,0.6583056672321601,26.12649867886116
441,458,459,chmura,mgła,2.71,6.57,0.8339924519129679,20.2109679121508
442,459,460,kierowca,pilot,3.43,6.57,0.5708564816981081,25.788568478535197
443,460,461,cukier,miód,1.57,6.71,0.6373685529810028,28.166990644240236
444,461,462,ciało,bark,1.71,7.86,0.38368529923118283,37.06711502948709
445,462,463,idea,wyobrażenie,6.43,7.71,0.6121695659604588,31.995985963319367
446,463,464,ojciec,brat,1.43,7.29,0.8436113163863539,17.590368806811046
447,465,466,bal,kostium,0.0,7.0,0.486555720707772,42.341383872470054
448,466,467,barierka,płot,6.0,7.86,0.6346019113338626,27.003279050331066
449,467,468,pokój,łóżko,0.0,5.71,0.6614780388998796,27.595422830456595
450,468,469,kwiat,krzew,2.29,6.86,0.7573889213138474,24.258949810508348
451,469,470,kość,kolano,0.43,6.57,0.4877634752919473,42.75567498091641
452,470,471,ramię,kolano,0.43,6.29,0.7695887995903289,22.590441966048235
453,471,472,dno,strona,0.71,1.71,0.2528123263297974,45.29749385431666
454,472,473,naczynie,żyła,2.29,3.43,0.4032596355848798,34.993923799763884
455,473,474,kot,królik,0.71,6.71,0.8257224477588082,27.834263051826593
456,474,475,mięso,kanapka,0.29,4.71,0.6052813226961676,27.332742040199005
457,475,476,wiara,koncept,2.29,4.43,0.49986976511696257,32.54362808128966
458,476,477,inteligencja,wnikliwość,2.29,6.14,0.7674959478148967,17.92611743830565
459,477,478,uwaga,zainteresowanie,7.0,7.86,0.5755899403885271,33.41250751477524
460,478,479,postawa,pewność,1.14,3.43,0.721496803005367,23.64085528516165
461,479,480,słuszność,sprawiedliwość,3.43,5.71,0.7704896496149511,17.964901266556993
462,480,481,prawo,zgoda,0.29,3.43,0.6087523781782633,36.47749746326432
463,481,482,głębokość,wielkość,1.43,6.29,0.7085428918019985,21.97559713068171
464,482,483,medium,wiadomość,0.29,5.86,0.6231873220713079,20.850109666039433
465,483,484,zwycięzca,kandydat,0.57,4.0,0.5953019500885556,22.38067264946017
466,484,485,urodziny,data,2.29,6.14,0.33982757267766195,40.000873896224014
467,485,486,opłata,płatność,8.71,9.43,0.7529097733663768,28.297743463818325
468,486,487,Biblia,hymn,0.0,1.14,0.32438952891210615,39.23831325666407
469,487,488,wyjście,drzwi,6.14,7.57,0.42183703096128383,37.732013903664864
470,488,489,mężczyzna,wartownik,1.14,4.43,0.5947778527466484,19.60854759808635
471,489,490,przejście,hol,3.43,7.0,0.19664564497103543,45.13710430295313
472,490,491,whisky,gin,2.57,8.0,0.5641200275790743,23.642800419420517
473,491,492,krew,szpik,0.71,7.71,0.6586219803626074,34.23868041792286
474,492,493,olej,norka,0.0,0.0,0.10281867630199526,46.86263114875371
475,493,494,podłoga,pokład,2.71,5.43,0.6597027372761862,24.14034147011034
476,494,495,dach,podłoga,0.43,6.29,0.6655500365102032,30.59917503102376
477,495,496,drzwi,podłoga,0.43,5.14,0.6483590811245217,30.524144951962683
478,496,497,bark,głowa,1.43,5.29,0.48498537855861346,32.334243568249676
479,497,498,wóz,powóz,5.14,8.29,0.79671158269475,37.89388739551891
480,498,499,samochód,pojazd,6.43,8.43,0.8963004594254047,18.352296150456027
481,501,502,żal,wstyd,1.86,4.86,0.7474220522372867,27.610494652746155
482,502,503,administracja,zarząd,5.57,8.0,0.6936899159974252,28.71307613429741
483,503,504,komunikacja,konwersacja,4.29,8.0,0.8104929724611085,18.003540691659044
484,504,505,zanieczyszczenie,atmosfera,0.0,6.57,0.6212982906561183,25.581571009287476
485,505,506,anatomia,biologia,2.43,6.86,0.8100998798255378,16.624830238290645
486,506,507,uczelnia,zawód,0.0,5.14,0.6145033985753373,30.00138678431219
487,507,508,książka,temat,0.0,5.71,0.5311477199809438,31.895358429282137
488,508,509,wzór,równanie,7.14,8.57,0.615465305268822,28.88817353657533
489,509,510,książka,informacja,0.29,5.29,0.5017481053954514,30.09450006381973
490,510,511,chłopak,partner,7.14,8.71,0.2974209410977177,29.44155101228682
491,511,512,niebo,wszechświat,1.71,4.71,0.6219467837537185,27.683029814306543
492,513,514,uczelnia,klasa,1.14,4.43,0.4587833382700121,35.75480398645007
493,514,515,szef,major,1.71,4.14,0.5489603994697885,38.87184144704622
494,515,516,rabin,pastor,2.71,7.0,0.6619621208278345,22.835959185834522
495,516,517,metr,cal,1.71,8.43,0.22962724428437453,60.15410873313195
496,517,518,poliester,bawełna,1.0,6.86,0.736887804143458,17.169953905713754
497,518,519,prawnik,bankier,0.71,4.71,0.5983878642029926,24.914285307559357
498,519,520,skrzypce,instrument,4.29,8.57,0.5648633739588199,23.28004311084167
499,520,521,obóz,chatka,0.57,3.14,0.4665880295674748,40.578393972874586
500,521,522,garnek,urządzenie,0.71,2.57,0.3851249038770285,32.058890042237906
501,522,523,len,tkanina,3.57,6.29,0.6091778798046058,29.07130579939396
502,523,524,whisky,szampan,1.29,7.43,0.6271247497930823,19.52350610820836
503,524,525,dziewczynka,dziecko,4.57,8.0,0.8443619540161375,15.833332862296334
504,525,526,chatka,domek,8.0,8.86,0.8316570011347627,18.531191971729452
505,526,527,ptak,kura,3.57,8.43,0.6145375196610824,30.695204757068087
506,527,528,rakieta,hałas,0.0,6.43,0.29940455177099845,34.827439037232494
507,528,529,zachód,wieczór,3.57,7.86,0.3408928007567234,31.393112034597145
508,529,530,mżawka,deszcz,6.57,9.14,0.8183452823252313,18.115464173845602
509,530,531,dorosły,niemowlę,1.14,6.86,0.736956558917171,17.05698981666566
510,531,532,grafit,węgiel,5.0,8.29,0.4526539862967663,29.64314894446409
511,532,533,ciało,kręgosłup,0.57,7.0,0.6462325151820553,28.237829207163017
512,533,534,głowa,paznokieć,0.29,5.0,0.6092672432033435,27.16675547749713
513,534,535,drewno,kloc,2.14,6.71,0.5465597451304212,28.1805897455195
514,535,536,łyżeczka,filiżanka,0.29,7.43,0.8039916699745808,13.865972051341082
515,536,537,ciało,nerw,0.43,6.86,0.45790805962638875,37.38104918086595
516,537,538,mężczyzna,mąż,4.71,8.43,0.41478399840177405,40.599161871802096
517,538,539,kość,kark,0.29,4.43,0.4584524955228839,44.35521259927268
518,539,540,frustracja,złość,5.0,7.71,0.7664981075131326,21.11378982681082
519,540,541,rzeka,morze,1.29,6.43,0.7614617594374172,26.628605249152685
520,541,542,zadanie,praca,3.57,6.57,0.7677145688909602,27.256359461805676
521,542,543,klub,stowarzyszenie,6.0,7.57,0.5237917550086838,38.840931322075846
522,543,544,odzwierciedlenie,obraz,5.86,7.57,0.6254030858584864,29.281059214226488
523,544,545,książę,król,4.0,8.71,0.6764063053255087,26.584772827747766
524,545,546,śnieg,pogoda,1.14,6.57,0.5976734928856523,32.12974148036584
525,547,548,chłopiec,brat,2.86,7.0,0.5947532660253729,26.463246999801726
526,548,549,korzeń,trawa,0.14,6.71,0.6739016822841443,26.474352787267414
527,549,550,brew,oko,0.29,6.71,0.5867906979839337,44.50919976895449
528,550,551,pieniądz,perła,0.43,3.57,0.2022749533440702,34.67404557000671
529,551,552,pieniądz,diament,0.43,4.43,0.46067118282239633,27.87410384802561
530,552,553,pojazd,autobus,5.29,8.29,0.6889734861203718,27.760631980819547
531,553,554,taksówka,autobus,1.43,6.71,0.8039665148352344,15.841216123033451
532,554,555,dom,stodoła,1.43,4.29,0.6998321561653083,40.497792047554654
533,555,556,palec,dłoń,1.14,7.86,0.8690501770250347,22.391742089548284
534,556,557,samochód,most,0.0,3.86,0.42143375523612076,39.86258380565154
535,557,558,wysiłek,trudność,2.86,6.86,0.7323047675015706,24.636384410803323
536,558,559,fakt,spostrzeżenie,3.57,6.0,0.661175464760324,28.26454391601693
537,559,560,praca,zarządzanie,2.86,5.86,0.7306538148245063,27.607102911702054
538,561,562,słowo,gazeta,0.71,5.57,0.28031650946452175,37.88949957046016
539,562,563,kompozytor,pisarz,1.43,6.57,0.6924677793780876,23.07197069052984
540,563,564,aktor,piosenkarz,1.57,6.29,0.7907496428062596,21.855237735025625
541,564,565,schronienie,szałas,5.43,7.14,0.5920242153500055,22.572559895977054
542,565,566,łazienka,kuchnia,0.71,7.14,0.8060821033326959,16.892346488427503
543,566,567,chata,domek,6.57,8.43,0.7802886569554999,21.108776426960848
544,567,568,drzwi,kuchnia,0.29,6.0,0.5024893446235592,35.37589424478467
545,568,569,wartość,wiara,0.86,4.43,0.4798205120868925,37.8030471692609
546,569,570,mądrość,inteligencja,5.0,8.14,0.7202317633806915,19.773671575514093
547,570,571,ignorancja,inteligencja,0.57,4.29,0.7944776252722103,14.310481091801211
548,571,572,szczęście,traf,6.0,7.43,0.4739343549333021,24.971875476482616
549,572,573,pomysł,plan,4.43,6.71,0.6523190801655252,35.870297391953336
550,573,574,nastrój,emocja,4.0,7.86,0.7189309170609699,25.62396781885169
551,574,575,szczęście,spokój,2.14,6.14,0.7116265658316528,20.09035173040365
552,575,576,rozpacz,niedola,3.43,6.71,0.7831584768537592,15.64124846246863
553,576,577,logika,arytmetyka,2.0,6.29,0.8232241043109074,16.76784876988077
554,577,578,zaprzeczenie,spowiedż,0.43,1.71,0.7440653071381375,18.862319658145278
555,578,579,spór,krytyka,1.57,3.86,0.610429446407591,35.71854776199195
556,579,580,agresja,wrogość,4.71,7.86,0.8269595679993487,16.574768796490737
557,580,581,histeria,zamieszanie,3.0,4.86,0.7361570713123544,17.360213348177435
558,581,582,chemia,teoria,0.71,5.0,0.5372008496694576,30.833149266017042
559,582,583,rozprawa,werdykt,0.29,7.43,0.5693378134568414,23.823302672919684
560,583,584,komfort,bezpieczeństwo,3.0,6.86,0.6424426787819042,24.163494205281552
561,584,585,pewność,ego,2.14,4.71,0.3446732217998879,45.6640182309673
562,585,586,wzrok,percepcja,3.0,6.71,0.4401460762653068,34.25477808860004
563,586,587,era,dekada,2.86,6.71,0.6572096812058777,32.48662033100085
564,587,588,biografia,fikcja,0.86,6.29,0.5852154142652464,25.074465251525854
565,588,589,dyskusja,spór,5.29,7.14,0.7404776613922436,30.5829244591074
566,589,590,kod,symbol,3.43,5.71,0.2868794517786863,57.31226694052346
567,590,591,niebezpieczeństwo,choroba,0.43,4.71,0.6344926217649144,25.992509144579486
568,591,592,wypadek,katastrofa,6.86,8.14,0.7533448579211278,19.547843658380586
569,592,593,podróż,wycieczka,6.57,8.71,0.814755992186038,19.45867366882022
570,594,595,plotka,wiadomość,3.71,6.29,0.5840989189512537,24.109580450715335
571,595,596,ojciec,bóg,2.71,5.0,0.5005151133372131,51.31776773371149
572,596,597,akcja,przebieg,3.14,5.86,0.4944376374560473,39.492081618204956
573,597,598,gorączka,choroba,1.29,7.71,0.5562991665673874,28.292814205807353
574,598,599,lotnictwo,lot,0.0,8.71,0.5088361048233988,53.54151991353133
575,599,600,gra,akcja,1.43,5.86,0.493213040798526,57.03786914468332
576,600,601,cząsteczka,powietrze,0.29,5.29,0.7345986096830047,21.26655805771611
577,601,602,dom,państwo,1.29,1.71,0.2546661635298236,53.783561048671636
578,602,603,słowo,literatura,1.57,6.86,0.4941621655727846,30.296911941448364
579,603,604,dorosły,opiekun,3.0,4.29,0.5517975545167243,23.104185211670465
580,604,605,gazeta,informacja,1.57,8.0,0.40425523076097186,33.366811283549794
581,605,606,komunikacja,telewizja,0.86,6.43,0.5694883672638867,26.47996384752583
582,606,607,kuzyn,wuj,2.43,7.71,0.6763311640381378,23.582423516110232
583,607,608,autor,czytelnik,0.57,7.71,0.7159468410455349,22.434741570154312
584,608,609,facet,partner,5.29,7.57,0.26970820651760014,31.768545743777683
585,609,610,obszar,zakątek,4.0,5.43,0.6321195136392079,29.726399957393127
586,610,611,ballada,piosenka,5.57,8.14,0.8156723025799176,15.6337189305833
587,611,612,ściana,dekoracja,0.0,5.43,0.5554019749153996,28.893716532409368
588,612,613,słowo,strona,0.29,4.14,0.4362354986107664,33.89182779956992
589,613,614,pielęgniarka,naukowiec,1.0,2.57,0.518830147339514,24.368670461885063
590,614,615,polityk,prezydent,4.71,8.43,0.6991642409422631,23.5455511603198
591,615,616,prezydent,burmistrz,4.14,7.43,0.7565464444806443,21.0353756134756
592,616,617,książka,esej,3.0,5.71,0.7101698466242519,23.04559388035785
593,617,618,mężczyzna,wojownik,2.57,6.71,0.6375658180840134,19.313771494380774
594,618,619,artykuł,czasopismo,0.43,7.29,0.687373678431118,19.833541989773913
595,619,620,śniadanie,kolacja,0.86,8.57,0.9315003752222657,10.183441436430654
596,620,621,tłum,parada,1.86,5.43,0.45791809754191953,35.046534893426355
597,621,622,przejście,korytarz,5.0,7.29,0.6809541095531535,23.086216046819388
598,622,623,nauczyciel,rabin,2.14,5.57,0.2810041018474275,33.3372528942743
599,623,624,biodro,usta,0.57,4.0,0.36333914113028676,42.516914171297934
600,624,625,książka,artykuł,1.43,5.0,0.5985656528505152,24.95101937779761
601,626,627,kabina,budka,5.57,6.71,0.5585446771898623,27.79700309239319
602,627,628,córka,dzieciak,3.86,6.0,0.5057257315123763,26.195271610369343
603,628,629,kończyna,noga,6.14,9.14,0.6441991356434116,31.915196036560122
604,629,630,wątroba,płuco,1.14,7.14,0.7524276064549551,19.872733344499014
605,630,631,klasa,korytarz,0.43,5.0,0.2447840116918029,39.62445769164297
606,631,632,góra,grań,2.43,7.43,0.498718082061611,35.2482521545815
607,632,633,klatka,winda,1.0,5.29,0.5898168027768509,26.830525134941432
608,633,634,łóżko,kanapa,3.0,8.0,0.8007426260270225,19.704740910968887
609,634,635,ubranie,guzik,0.14,6.0,0.34121454275133034,33.39683296637308
610,635,636,ubranie,płaszcz,3.0,7.43,0.7702858954577736,19.4762303877921
611,636,637,nerka,organ,4.14,8.57,0.2805857418643889,46.91204381060925
612,637,638,jabłko,sos,0.0,2.86,0.5690853409385903,44.65470154375277
613,638,639,kurczak,stek,1.0,5.29,0.6301010910786303,24.102706979091195
614,639,640,samochód,szlauch,0.0,1.57,0.4652803624443335,24.79853714073889
615,640,641,tytoń,papieros,1.43,8.71,0.7916353230439938,17.87345909238282
616,641,642,student,profesor,1.0,8.57,0.5791617881460863,26.472656389100226
617,642,643,niemowlę,córka,2.57,6.29,0.4766907649381252,27.112118090348915
618,643,644,fajka,cygaro,1.71,8.14,0.814037979307506,17.313665641692403
619,644,645,mleko,sok,1.43,7.0,0.6819624495624045,34.23787945758163
620,645,646,pudełko,cygaro,0.0,5.43,0.5722252111180401,21.743494956071675
621,646,647,apartament,hotel,2.0,6.71,0.7685276617531461,24.672360537863927
622,647,648,filiżanka,rożek,0.0,0.86,0.5907539905528292,20.662466163187418
623,648,649,koń,wół,1.57,7.57,0.7624844928140299,34.41820165039146
624,649,650,gardło,nos,0.57,7.29,0.6247839547352889,40.31912595965616
625,650,651,kość,ząb,2.0,5.43,0.48463350077474604,53.12967513319077
626,651,652,kość,łokieć,0.57,6.43,0.5494271139859785,40.842069648589096
627,652,653,bekon,fasola,0.57,4.43,0.5897781246455098,19.806137408063847
628,653,654,kubek,słoik,2.43,5.0,0.7683522934663083,19.710473803819
629,654,655,dowód,fakt,4.29,7.29,0.7097914953612412,28.37015835495189
630,655,656,spotkanie,zobowiązanie,0.71,2.71,0.5169162943895975,29.77773856572431
631,656,657,urodziny,rok,0.86,5.14,0.4749952228760043,58.00729255386093
632,657,658,słowo,wskazówka,0.57,4.43,0.5150580359690617,29.399266493798464
633,658,659,autor,twórca,8.29,9.43,0.8127224091633763,18.701364067217796
634,659,660,atom,węgiel,1.86,7.29,0.4581488952945278,35.0779874794705
635,660,661,arcybiskup,biskup,4.86,9.0,0.9621102585019076,11.819208957374094
636,661,662,litera,akapit,1.29,5.57,0.5210753177742029,25.890815095797965
637,662,663,strona,akapit,1.71,6.43,0.37188100205273084,30.737640486615593
638,663,664,wieża,kaplica,1.14,4.14,0.7071321337756783,26.10469417978315
639,664,665,mięsień,kość,0.29,5.71,0.6709829549638465,36.2595489711104
640,665,666,mięsień,język,2.71,7.29,0.1887688567004185,45.59792402402558
641,666,667,chłopiec,żołnierz,1.29,4.57,0.6099145281737719,22.446500507484387
642,667,668,brzuch,podbrzusze,5.14,8.29,0.8408774275752986,14.787940790362766
643,668,669,chłopak,dziewczyna,1.71,8.29,0.8375259241463479,12.166776440181813
644,669,670,łóżko,krzesło,1.43,6.86,0.7715232278280055,20.921433359747276
645,670,671,ubranie,kurtka,3.29,8.14,0.8022589591309813,18.792181938490405
646,671,672,pistolet,nóż,0.86,5.57,0.670373475141453,39.90944849909284
647,672,673,puszka,metal,0.43,7.57,0.43099261040367187,34.414110748480994
648,673,674,butelka,pojemnik,3.0,6.71,0.7473258163749685,19.381765696882585
649,674,675,kura,indyk,2.14,7.71,0.7297083255904006,20.67690965197323
650,675,676,mięso,chleb,0.43,5.86,0.6574431632199302,27.813805124013506
651,676,677,ramię,kość,0.57,5.86,0.42208766499148376,46.68976107117865
652,677,678,szyja,kręgosłup,2.71,7.43,0.6490746391005455,25.188708589602523
653,678,679,jabłko,cytryna,1.71,7.43,0.7243391662627549,16.764080706333207
654,679,680,udręka,żal,2.71,5.86,0.6377896978940467,30.91107678165324
655,680,681,przydział,zadanie,3.43,6.14,0.6953782699782654,28.557236522787246
656,681,682,noc,świt,0.43,7.57,0.6143028105937667,41.97591333631348
657,682,683,obiad,zupa,2.29,7.43,0.6088135836985072,28.553818977730444
658,684,685,śnieg,burza,0.29,5.29,0.5331469947010087,32.86337593486445
659,685,686,paznokieć,dłoń,1.14,6.86,0.6244387782534667,35.412929752903324
660,686,687,pies,koń,0.86,7.57,0.6928492514020097,38.36352874564317
661,687,688,ramię,szyja,0.29,6.86,0.8187572005394461,20.718779609082457
662,688,689,piłka,rękawica,0.14,4.86,0.4349711537840662,42.57463002088402
663,689,690,grypa,gorączka,0.29,8.29,0.5669163919128538,27.484939022751806
664,690,691,opłata,pensja,2.14,4.86,0.619873027953285,33.87178357079076
665,691,692,nerw,mózg,0.86,8.14,0.6071254613368633,33.22193154920162
666,692,693,bestia,zwierzę,4.14,5.43,0.6785615869489428,22.529774022957383
667,693,694,obiad,kurczak,0.57,5.86,0.4630541806080698,27.44286675554699
668,694,695,dziewczyna,pokojówka,2.71,5.0,0.7887330285455787,13.651012947092395
669,695,696,dziecko,chłopiec,5.14,8.71,0.7628318133803849,18.995244906539032
670,696,697,alkohol,wino,4.0,9.14,0.5702051417831557,35.153810489273255
671,697,698,nos,usta,1.14,6.29,0.372770945380014,54.18154211721714
672,698,699,ulica,samochód,0.0,7.29,0.37889656770445207,43.197074701725924
673,699,700,dzwonek,drzwi,0.0,6.71,0.600584062332423,31.834443573799827
674,700,701,pudełko,kapelusz,0.0,3.43,0.5319588699461727,22.365450312872966
675,701,702,wiara,wrażenie,0.86,2.57,0.5355820842886274,33.29507511299895
676,702,703,uprzedzenie,opinia,2.43,6.57,0.6523628229573978,28.499929838190933
677,703,704,uwaga,świadomość,3.43,6.0,0.5763051192120303,33.44399692626178
678,704,705,złość,nastrój,2.86,6.57,0.5971504249418605,29.182490130933342
679,705,706,elegancja,styl,5.86,8.14,0.6756371894985829,28.923787911515134
680,706,707,piękno,wiek,0.14,2.57,0.3430735470591666,52.93449577030259
681,707,708,książka,motyw,0.0,3.0,0.4784385497945395,31.098168264246674
682,708,709,przyjaciółka,matka,1.43,5.0,0.7874645266958373,21.142501485274348
683,709,710,witamina,żelazo,1.29,5.0,0.4706894448032268,27.7404238581537
684,710,711,samochód,fabryka,0.0,6.71,0.5156586211878733,27.6290332087466
685,711,712,pakt,warunek,2.57,6.14,0.551240467636599,39.37227762887049
686,712,713,rozdział,wybór,0.0,0.57,0.45060078766823364,31.93270512133651
687,713,714,arytmetyka,rytm,0.0,0.14,0.3877459943909821,39.40124291805908
688,714,715,zwycięzca,obecność,0.0,0.0,0.3182441613740135,28.585240542711485
689,715,716,wiara,kwiat,0.0,0.43,0.23765048151379622,44.57804144920074
690,716,717,zwycięzca,cel,0.0,5.14,0.21287441592331022,66.90634805063455
691,717,718,sztuczka,rozmiar,0.0,0.0,0.46391718595407366,26.342038529116476
692,718,719,wybór,styl,0.0,1.43,0.25484800561290627,44.31403818262772
693,719,720,hymn,podbój,0.0,1.29,0.14125565522748273,44.86888164711422
694,720,721,wytrzymałość,zespół,0.0,0.0,0.25016606688939197,36.692125810966225
695,721,722,więzienie,wybór,0.0,1.29,0.3273091736934766,35.225862350971155
696,722,723,warunek,chłopiec,0.0,0.0,0.2834050965857683,37.30195106314564
697,723,724,kwiat,wytrzymałość,0.0,0.86,0.2052681603723331,39.15118203211155
